S_CTUID,58,59,60,63,64,65,81,83,87,88,89,90,1617,1618,1619,1620,1667,1668,1669
5350362.03,3.3,6070,3415,2655,2050,125,1655,1060,295,165,80,50,2070,1850,225,0,2070,1610,455
5350239,2.7,5245,2585,2655,1800,215,1250,735,615,360,150,110,2345,1010,1330,0,2340,1665,680
5350562.12,2.6,5530,2875,2650,1620,280,1385,860,610,355,165,95,2740,685,2050,0,2740,1505,1235
5350317.04,2.6,5610,2965,2645,1630,210,1415,835,475,285,145,40,2540,1310,1235,0,2540,1275,1265
5350124,1.6,4980,2345,2635,1665,120,1140,310,155,110,30,10,3250,985,2270,0,3240,1930,1310
5350516.49,3.4,6885,4255,2630,2090,125,2065,1570,320,170,105,50,2715,2065,650,0,2710,1545,1170
5350403.15,3.2,9160,6535,2625,1875,115,3175,2170,370,220,115,35,3665,3315,345,0,3650,2310,1340
5350156.01,2.5,4620,1995,2625,1610,275,945,595,550,315,150,95,2320,625,1690,0,2320,1320,1005
5350520.02,3,6085,3470,2615,1945,125,1685,1100,320,190,90,35,2335,1780,545,0,2330,1595,730
5350576.05,3.5,5855,3245,2610,1890,145,1555,1040,385,200,140,50,1965,1605,360,0,1965,1435,530
5350010.01,1.7,4925,2315,2610,2160,115,1135,315,215,150,55,10,3125,1920,1200,0,3125,2185,935
5350561,2.8,5370,2765,2605,1740,220,1345,795,495,290,135,65,2285,1245,1040,0,2285,1620,665
5350213.02,1.9,5520,2925,2600,1770,195,1365,495,250,185,55,10,3110,2115,995,0,3100,1920,1180
5350301.03,2.5,5765,3175,2595,2095,125,1500,900,310,200,75,40,2770,790,1990,0,2770,1210,1560
5350475,2.4,5830,3235,2595,1445,215,1590,740,370,235,105,30,2710,2205,500,0,2705,1835,875
5350592.01,2.4,5590,3000,2595,1495,255,1485,850,425,250,130,45,2775,1680,1100,0,2765,1850,915
5350575.05,3.1,5610,3020,2590,1835,205,1475,1025,520,275,170,75,2210,1880,330,0,2210,1495,715
5350349,2.5,4785,2200,2590,1775,205,1055,680,465,290,130,50,2325,725,1600,0,2325,1350,975
5350206.02,2.1,5065,2480,2590,1785,180,1215,605,325,220,80,25,2805,1195,1605,0,2795,1735,1065
5350093,2.3,4895,2315,2585,1935,100,1115,590,235,150,65,15,2285,1245,1040,0,2285,1550,740
5350247.02,3,6060,3475,2580,1815,130,1695,1060,355,225,90,40,2385,1715,675,0,2385,1770,615
5350362.01,3,5290,2710,2580,1805,190,1315,860,470,275,125,65,2070,1365,710,0,2065,1430,640
5350301.04,2.3,5060,2485,2580,1980,130,1180,630,320,200,90,35,2520,960,1560,0,2505,1300,1205
5350128.04,1.6,4330,1745,2580,1700,145,850,245,200,150,40,5,2910,1170,1735,0,2905,1775,1130
5350168,2.2,4695,2115,2575,1610,230,1000,595,400,255,105,45,2490,970,1515,0,2485,1410,1080
5350357.01,3,5500,2940,2560,1600,215,1395,925,410,220,120,75,2380,475,1910,0,2380,1305,1075
5350451.03,2.9,5880,3320,2560,1725,150,1635,1020,410,245,130,40,2440,2085,350,0,2435,1770,665
5350576.64,4.4,6855,4300,2555,1995,100,2065,1535,295,140,95,65,1945,1805,140,0,1945,1220,725
5350400.23,4.1,6880,4335,2545,1970,115,2075,1570,265,130,105,35,2080,1920,160,0,2070,1255,815
5350473.02,2.8,5730,3190,2540,1690,240,1585,955,475,265,150,65,2505,1940,570,0,2510,1810,700
5350217,2.1,4845,2300,2540,1560,240,1105,605,425,300,95,30,2740,360,2385,0,2740,1575,1170
5350064,1.5,4155,1615,2540,2020,95,760,130,85,70,10,5,2665,880,1780,0,2655,1495,1155
5350262.02,2.5,5200,2665,2535,1705,180,1290,785,405,260,95,55,2485,920,1560,0,2470,1515,955
5350420.14,2.5,6015,3480,2535,1675,175,1685,1050,400,265,115,20,2880,2245,640,0,2885,1620,1265
5350441.03,2.9,6225,3700,2530,1825,155,1820,1160,320,185,105,30,2495,2095,400,0,2495,1985,515
5350376.05,3.4,5965,3445,2525,1615,130,1575,910,365,220,105,35,2000,1795,210,0,1995,1245,750
