S_CTUID,20,36
5350001,40576,68103
5350002,37696,97710
5350003,57984,74725
5350004,22677,50591
5350005,23386,53726
5350006,0,0
5350007.01,27691,51266
5350007.02,24789,49673
5350008.01,56084,66994
5350008.02,50225,56045
5350009,17984,51786
5350010.01,59557,72042
5350010.02,50176,70135
5350011,57463,63508
5350012.01,48144,47635
5350012.03,57952,47257
5350012.04,57440,57970
5350013.01,51072,54739
5350013.02,57623,51274
5350014,63616,52743
5350015,60928,65890
5350016,55552,64025
5350017,41125,62198
5350018,47584,71757
5350019,18080,57236
5350020,59648,78719
5350021,38309,85963
5350022,41472,89677
5350023,43947,90312
5350024,38485,84842
5350025,29696,80178
5350026,29184,63833
5350027,29312,56928
5350028.01,55936,73818
5350028.02,46694,65707
5350029,27648,48671
5350030,39808,40878
5350031,17768,22294
5350032,17387,55359
5350033,13952,45000
5350034.01,39851,44727
5350034.02,35507,56308
5350035,33792,30066
5350036,30368,43466
5350037,22549,41176
5350038,18864,46901
5350039,17780,27262
5350040,26048,55006
5350041,36480,66131
5350042,32427,83053
5350043,39040,77398
5350044,42650,72381
5350045,30635,74455
5350046,24640,67344
5350047.02,18906,51078
5350047.03,52672,78125
5350047.04,29888,79758
5350048,31712,84604
5350049,34731,87884
5350050.01,49778,78677
5350050.03,57856,74762
5350050.04,34987,74197
5350051,35520,87637
5350052,40000,82979
5350053,31712,70965
5350054,31091,67037
5350055,33664,78544
5350056,29568,78638
5350057,36992,80225
5350058,28723,77574
5350059,34688,73783
5350060,32939,62909
5350061,17920,52703
5350062.01,38298,48867
5350062.02,27755,37472
5350063.03,40519,57646
5350063.04,28640,69854
5350063.05,38528,54791
5350063.06,35100,66505
5350064,37888,62972
5350065.01,29504,37988
5350065.02,17942,21710
5350066,33291,63859
5350067,52736,87240
5350068,31808,80932
5350069,37568,67413
5350070,39520,81791
5350071,33600,82602
5350072.01,18720,56103
5350072.02,32811,68944
5350073,29184,49237
5350074,29856,54395
5350075,23568,62484
5350076,26288,62879
5350077,28736,77452
5350078,23520,78022
5350079,30720,79216
5350080.01,29344,74702
5350080.02,23040,38126
5350081,27328,77504
5350082,32672,76642
5350083,19981,69950
5350084,28800,81446
5350085,33408,77987
5350086,65152,86627
5350087,57088,86100
5350088,48192,61709
5350089,49984,70941
5350090,47258,80000
5350091.01,41056,74250
5350091.02,24048,70959
5350092,36224,74374
5350093,35200,76411
5350094,29504,72332
5350095,29376,74528
5350096.01,26624,70206
5350096.02,30656,68645
5350097.01,23744,54887
5350097.03,15856,50820
5350097.04,37047,66213
5350098,22592,63143
5350099,29109,68092
5350100,38784,75912
5350101,37248,81636
5350102.02,34688,75174
5350102.03,44373,79054
5350102.04,37248,74590
5350102.05,35712,74096
5350103,46336,85039
5350104,41856,83141
5350105,33984,81828
5350106,25504,42265
5350107,25178,66240
5350108,17713,58618
5350109,34432,68236
5350110,28075,70628
5350111,28864,78776
5350112,27456,75823
5350113,30848,75701
5350114,24277,76960
5350115,26592,60483
5350116,37472,78313
5350117,39595,84055
5350118,53504,84504
5350119,44160,80921
5350120,47488,85660
5350121,54144,83030
5350122,49493,81476
5350123,40864,64901
5350124,49472,82364
5350125,54912,88053
5350126,45312,83333
5350127,42027,75514
5350128.02,47296,68282
5350128.04,45340,74264
5350128.05,43136,81955
5350128.06,38656,53499
5350129,43227,76332
5350130,48000,83556
5350131,44885,83318
5350132,38827,75047
5350133,33760,69482
5350134,47744,83595
5350135,40016,70395
5350136.01,38656,66993
5350136.02,36992,64048
5350137,38298,74575
5350138,40704,84590
5350139.01,46976,78081
5350139.02,43968,84644
5350140,60288,88069
5350141.01,47488,73868
5350141.02,46976,82404
