5350207,51264,18075
5350208,36646,11394
5350209,43981,12835
5350210.01,92723,21161
5350210.02,62976,14687
5350211,71385,11356
5350212,77984,10114
5350213.01,85248,11466
5350213.02,64028,22155
5350214,70059,15166
5350215,75748,12830
5350216,99174,7996
5350217,43236,5712
5350218,121984,5693
5350219,92843,10444
5350220,72192,6596
5350221.01,76782,7655
5350221.02,54656,18229
5350222.01,70848,15672
5350222.02,56491,9674
5350223.01,111104,11589
5350223.02,98688,4965
5350224,139520,6785
5350225.01,65764,16365
5350225.02,48196,15413
5350226,117888,7921
5350227,151552,5391
5350228,102571,8361
5350229,159488,8907
5350230.01,74240,7692
5350230.02,60723,5708
5350231,88157,8669
5350232,147163,7877
5350233,89498,11230
5350234,85504,11924
5350235.01,87072,10582
5350235.02,67860,9560
5350236.01,58098,10506
5350236.02,76940,11431
5350237.01,52096,10646
5350237.02,72243,9226
5350237.03,55706,8415
5350238.01,90368,6725
5350238.02,58439,7474
5350239,57776,7232
5350240.01,91392,6240
5350240.02,56000,4094
5350241,85056,6989
5350242,50048,3481
5350243.01,48427,6240
5350243.02,56960,12027
5350244.01,58608,12105
5350244.02,48683,13084
5350245,53213,8985
5350246,65408,12233
5350247.01,64740,5736
5350247.02,65038,7955
5350248.02,41376,11260
5350248.03,64896,11923
5350248.04,60288,9438
5350248.05,58795,17381
5350249.01,71040,8749
5350249.03,66779,8172
5350249.04,62037,3017
5350249.05,49737,3591
5350250.01,59328,6275
5350250.02,60400,7769
5350250.04,48666,4705
5350250.05,51273,3981
5350260.01,51513,22955
5350260.04,38030,14611
5350260.05,32640,10037
5350260.06,50880,30046
5350260.07,58112,16535
5350261,41033,13610
5350262.01,47258,15227
5350262.02,51285,14785
5350263.02,64555,20029
5350263.03,58149,28827
5350263.04,55761,13098
5350264,176640,26437
5350265,152869,16344
5350266,183296,21947
5350267,122807,40920
5350268,69297,23548
5350269.01,45303,15269
5350269.02,102144,28791
5350270.01,58970,18191
5350270.02,62480,14048
5350271.01,84608,22157
5350271.02,58240,15155
5350272.01,46811,24219
5350272.02,64544,25372
5350273.01,114773,27720
5350273.02,90581,37919
5350274.01,73114,27518
5350274.02,77210,30010
5350275,101792,12955
5350276.01,72090,12460
5350276.02,117504,17932
5350277,117760,12899
5350278,65042,11965
5350279.01,65408,18989
5350279.02,54861,23838
5350280,46921,11934
5350281.01,49847,29344
5350281.02,52352,9391
5350282,71993,8800
5350283.01,44864,10236
5350283.02,39744,7273
5350284,56896,18457
5350285,58765,15538
5350286,54656,17329
5350287.02,52114,41056
5350287.03,40320,13413
5350287.04,49024,23005
5350288,60530,34038
5350289,58016,20628
5350290.01,44599,26232
5350290.02,53018,28571
5350291.02,48549,18058
5350291.03,51648,20518
5350291.04,49792,26235
5350292,56594,29478
5350293,68416,19653
5350294.01,54240,6215
5350294.02,64512,28427
5350295,52978,35905
5350296,0,0
5350297.01,55899,24179
5350297.02,62720,18014
5350298,86187,16947
5350299.01,88672,20082
5350299.02,53712,37500
5350300,57440,37372
5350301.01,73429,32881
5350301.03,47115,31754
5350301.04,49562,34250
5350302.01,68039,38080
5350302.02,59008,47035
5350302.03,59307,49337
5350303,49843,43697
5350304.01,48457,25189
5350304.02,81920,41480
5350304.03,76083,45983
5350304.04,51098,31383
5350304.05,65792,50000
5350304.06,58342,46638
5350305.01,103872,41082
5350305.03,59392,37802
5350305.04,50235,44526
5350306.01,66970,51068
5350306.02,75776,55032
5350307.03,44885,58962
5350307.04,51456,45977
5350307.05,44727,64789
5350307.06,49024,57183
5350307.07,57920,50714
5350308.02,81977,17538
5350308.03,96512,31963
5350308.04,46007,46273
5350309,49664,41966
5350310.01,85120,11635
5350310.02,60736,21372
5350311.02,49573,23529
5350311.03,64704,16914
5350311.04,52631,31298
5350311.05,44944,14221
5350311.06,46848,25063
5350312.02,52192,36223
5350312.03,52693,18204
5350312.04,45376,31574
5350312.05,38187,16460
5350312.06,50773,22318
5350312.07,42560,23127
5350313,60782,16396
5350314.01,46080,15347
5350314.02,56576,17748
5350315.01,66816,7858
5350315.02,50893,7307
5350315.03,55351,9427
5350316.01,60800,27600
5350316.03,44727,14441
5350316.04,33869,22596
5350316.05,44197,20548
5350316.06,42957,30041
5350317.02,38464,26081
5350317.03,76437,20580
5350317.04,50828,27432
5350317.05,64384,40879
5350318,50995,48304
5350319,56302,34858
5350320.01,41911,27201
5350320.02,55600,47118
5350321.01,78507,41321
5350321.02,61483,38335
5350322.01,45987,63046
5350322.02,48341,47841
5350323.01,63680,32176
5350323.02,78106,49621
5350324.01,68224,53629
5350324.02,63275,57603
5350324.03,62272,46801
5350324.05,52736,64482
5350324.06,72249,54082
5350330,77696,10520
5350331.01,74061,12500
5350331.03,43558,5801
5350331.04,62016,16990
5350332,42344,11565
5350333,75719,12434
5350334,85709,7424
5350335,51476,15023
5350336,67712,18921
5350337.01,39936,16892
5350337.02,45632,8602
5350338,61710,10644
5350339,72448,9499
5350340,51622,17569
5350341.02,45069,18293
5350341.03,25344,2829
5350341.04,42217,13484
5350342,61696,27661
5350343,51360,17004
5350344.01,51763,22171
5350344.02,31893,22857
5350345,63317,29857
5350346.01,47632,26165
5350346.02,48661,31105
5350347,75648,33973
5350348,70656,23091
5350349,46571,26649
5350350,57728,14595
5350351.01,48992,16682
5350351.02,48896,31489
5350352,52384,23240
5350353.02,61120,19395
5350353.03,57301,28666
5350353.04,44493,18007
5350354,66133,21689
5350355.02,51913,19597
5350355.04,50091,24925
5350355.05,46515,12417
5350355.06,42464,11838
5350356,66702,17391
5350357.01,39936,9284
5350357.02,38118,4990
5350358.01,67296,13018
5350358.02,41242,11845
5350358.03,39296,16805
5350359,44855,14112
5350360,74206,14453
5350361.01,100250,9067
5350361.02,94185,18146
5350362.01,71239,18042
5350362.02,91307,14248
5350362.03,87552,20438
5350362.04,65755,13849
5350363.02,71066,24214
5350363.04,68096,25627
5350363.05,35840,15754
5350363.06,49016,44360
5350363.07,35264,5513
5350364.01,59947,15849
5350364.02,70546,25085
5350365,65646,14054
5350366,55974,18359
5350367.01,53486,5263
5350367.02,73024,20278
5350368.01,42845,59620
5350368.02,62560,25594
5350369,58581,14366
5350370.01,48267,27875
5350370.02,58325,32282
5350370.03,60064,28167
5350371,62336,22600
5350372,72038,25056
5350373,52715,23019
5350374.01,62866,39559
5350374.02,65067,47673
5350374.03,43904,47477
5350375.01,37877,33767
5350375.02,87040,36675
5350375.03,48538,33621
5350375.04,66816,49814
5350375.05,61619,33790
5350376.01,54784,54146
5350376.02,51046,57780
5350376.04,59072,58576
5350376.05,62421,87956
5350376.06,28848,100000
5350376.08,57253,51445
5350376.09,55040,78639
5350376.11,52480,43713
5350376.12,61664,41847
5350376.13,56320,78866
5350376.14,73472,80000
5350376.15,52821,73406
5350376.16,41760,28683
5350377.01,52764,61182
5350377.02,62933,64005
5350377.03,72192,64286
5350377.04,62528,75442
5350377.06,66617,93802
5350377.07,68380,79570
5350378.02,58752,40000
5350378.03,61773,29755
5350378.04,56645,23436
5350378.05,63712,22564
5350378.06,62880,22213
5350378.07,57760,50694
5350378.08,60800,54531
5350378.11,59200,18135
5350378.12,45369,20174
5350378.14,58675,52091
5350378.16,57216,15811
5350378.17,66240,14138
5350378.18,40512,63127
5350378.19,69824,69063
5350378.2,42829,74588
5350378.21,70707,79328
5350378.22,72375,83580
5350378.23,64819,72919
5350378.24,47854,66667
5350378.25,84395,17452
5350378.26,90368,19112
5350378.27,78057,19758
5350378.28,77227,12928
5350400.02,104420,25172
5350400.03,94098,35632
5350400.04,71808,33419
5350400.06,94464,22575
5350400.07,96213,12006
5350400.08,45440,19892
5350400.11,81335,38099
5350400.12,80933,49964
5350400.13,68352,24494
5350400.14,75497,47588
5350400.15,97606,24703
5350400.16,105033,31725
5350400.17,65248,35207
5350400.18,57056,50000
5350400.19,88299,38365
5350400.2,91546,55899
5350400.21,85419,54453
5350400.22,98731,19647
5350400.23,83763,22560
5350401.04,75776,64230
5350401.05,40986,79704
5350401.06,97485,67369
5350401.07,86443,39924
5350401.08,104576,51152
5350401.09,73552,77414
5350401.1,95598,69691
5350401.11,76195,46647
5350401.13,62976,70515
5350401.14,99648,60883
5350401.15,66987,41606
5350401.17,79718,56700
5350401.18,47653,68023
5350401.19,62656,78856
5350401.2,72243,68073
5350401.21,70272,75251
5350401.22,69702,77852
5350401.23,91648,50806
5350402.01,83822,34855
5350402.02,47840,35327
5350402.03,71526,15085
5350402.04,89728,39922
5350402.05,117568,25823
5350402.06,54352,27637
5350402.07,81562,25871
5350402.08,80448,36107
5350402.09,68445,18602
5350402.1,74212,42623
5350402.12,46048,73054
5350402.13,119552,40886
5350403.01,92416,61214
5350403.04,90778,75973
5350403.05,105792,62441
5350403.07,79300,78542
5350403.09,82688,84316
5350403.1,77970,71365
5350403.11,83275,68912
5350403.12,95440,48023
5350403.13,77824,37260
5350403.14,81847,64289
5350403.15,87703,78026
5350403.16,79770,48507
5350410.02,81042,41553
5350410.03,89446,18689
5350410.04,97664,10811
5350410.05,129152,12179
5350410.07,103936,25784
5350410.09,56384,35729
5350410.1,74795,16182
5350410.11,85299,8211
5350410.12,46688,13650
5350410.13,123776,10427
5350410.14,96484,23045
5350410.15,75674,16880
5350411.01,72235,28381
5350411.04,93389,7066
5350411.07,99755,5251
5350411.08,77005,15033
5350411.09,91936,15719
5350411.12,94037,7156
5350411.15,85504,15246
5350411.16,101973,12026
5350411.17,110165,30128
5350411.18,101047,28270
5350411.19,97280,19637
5350411.21,84608,16634
5350411.22,94720,14578
5350411.23,58084,9231
5350411.24,75593,14642
5350411.25,85589,24633
5350411.26,94444,14060
5350411.27,102869,6079
5350411.28,102170,21088
5350411.29,100992,22445
5350411.3,103744,30679
5350412.01,79488,6325
5350412.02,63680,5352
5350412.04,89216,5415
5350412.06,78482,5556
5350412.08,71885,4633
5350412.1,84565,5169
5350412.11,100915,6955
5350412.12,81280,15789
5350412.13,87744,2561
5350412.14,129195,4185
5350412.15,104533,4112
5350412.18,126635,4414
5350412.19,99684,4241
5350412.2,94784,5729
5350412.21,0,0
5350412.22,98005,14075
5350412.24,96654,21804
5350412.25,100096,20054
5350412.26,96628,19792
5350413.01,109966,5986
5350413.02,102336,15213
5350420.03,55859,32179
5350420.05,59251,63725
5350420.06,90982,64599
5350420.08,50224,20428
5350420.09,47716,25514
5350420.1,108800,76381
5350420.11,113451,57108
5350420.13,60736,49815
5350420.14,60896,43347
5350420.15,82389,54566
5350421.01,82784,21643
5350421.04,56544,12882
5350421.05,87040,10300
5350421.06,63552,22807
5350421.07,96358,15274
5350422.02,50645,21475
5350422.03,88875,57720
5350422.04,90661,70936
5350422.05,87450,69464
5350422.06,46413,21291
5350423.01,84275,10974
5350423.02,81152,15020
5350424.04,92992,52807
5350424.05,71452,41299
5350424.07,92774,34405
5350424.08,101461,25237
5350424.09,80786,13803
5350424.1,101339,14286
5350424.11,89670,24799
5350424.13,85675,43891
5350424.14,94397,27927
5350424.15,88371,40358
5350424.16,95963,38895
5350430.03,87133,9699
5350430.05,92896,20520
5350430.06,90816,26328
5350430.07,79898,21357
5350430.08,80256,24210
5350431.01,88096,8380
5350431.02,99755,16888
5350440,93617,14555
5350441.02,63923,7549
5350441.03,96768,7873
5350441.04,117760,8734
5350442.02,67072,6734
5350442.03,121344,7008
5350442.04,87808,7989
5350442.05,84154,17460
5350442.06,94149,34171
5350450.02,63744,8909
5350450.03,80213,9843
5350450.05,91989,15046
5350450.06,114074,31133
5350451.01,61312,5374
5350451.02,56384,5462
5350451.03,78771,11685
5350451.05,104858,6508
5350451.06,90734,14426
5350451.07,93147,20427
5350452.01,68238,6041
5350452.02,60864,8487
5350452.03,73472,5484
5350452.05,93133,21218
5350452.06,88533,26960
5350452.07,99669,7143
5350455,86601,5044
5350456.01,98261,5263
5350456.02,87276,7021
5350456.03,87757,2136
5350460.01,106432,5586
5350460.02,84480,6967
5350461.01,112992,3059
5350461.02,89746,3143
5350470,74650,1259
5350471,70528,2892
5350472,74272,7806
5350473.01,81997,3478
5350473.02,70802,3004
5350473.03,68023,2310
5350474,73440,1812
5350475,60301,3359
5350476.01,41088,3846
5350476.02,62336,1463
5350480.01,57941,3281
5350480.02,85811,7067
5350481.01,87753,8742
5350481.02,69291,4217
5350482,89600,8631
5350483.01,74673,1969
5350483.02,75543,2198
5350484.02,83136,4234
5350484.03,71258,3648
5350484.04,86272,1705
5350485.01,77166,3335
5350485.02,64784,2259
5350500.01,48597,10000
5350500.02,54357,8111
5350501.01,70656,8509
5350501.02,97443,12472
5350502.01,71454,16106
5350502.02,68181,10515
5350503,64358,8383
5350504,89344,7703
5350505.01,140753,11015
5350505.02,151744,12326
5350506,167936,8840
5350507,97650,7867
5350508,82688,6560
5350509.01,76089,10980
5350509.02,85248,9400
5350510,91477,4340
5350511.01,46592,13474
5350511.02,63730,9504
5350512,52144,16919
5350513.01,83552,17457
5350513.02,48491,14218
5350513.03,53650,19163
5350513.04,86477,11008
5350514.01,135168,18337
5350514.02,58176,10312
5350515.01,87467,8315
5350515.02,74189,13717
5350516.01,91827,14692
5350516.02,87808,10146
5350516.03,68659,8399
5350516.04,55424,10889
5350516.05,73779,9578
5350516.06,69433,10584
5350516.08,60526,14250
5350516.09,73519,13500
5350516.11,109440,17089
5350516.16,76345,15789
5350516.17,71520,13937
5350516.18,91776,15406
5350516.2,102074,13520
5350516.21,105088,9661
5350516.22,101536,14943
5350516.23,105911,15165
5350516.24,109312,15519
5350516.25,83968,12532
5350516.26,86613,19689
5350516.28,94336,30061
5350516.29,79701,22466
5350516.3,110820,29481
5350516.31,98240,27605
5350516.32,100565,14344
5350516.37,63264,25272
5350516.38,81692,19508
5350516.39,95659,15568
5350516.4,98176,16523
5350516.41,80185,19093
5350516.42,88576,20708
5350516.43,76339,30023
5350516.44,85824,30610
5350516.46,103680,19948
5350516.47,97536,23782
5350516.48,84261,20655
5350516.49,77312,21622
5350517,84864,18343
5350518,49810,21615
5350519,70656,21095
5350520.01,67214,25434
5350520.02,67182,32604
5350520.05,61330,19433
5350520.07,47653,12378
5350520.08,68070,25794
5350520.09,53539,21980
5350520.1,54480,19876
5350521.01,52817,11796
5350521.02,75605,13690
5350521.03,69348,23179
5350521.04,63680,18161
5350521.05,50375,19838
5350521.06,46062,13106
5350522,66731,18500
5350523,54290,12976
5350524.01,66133,24678
5350524.02,53867,11592
5350525.01,56576,18759
5350525.02,47424,11459
5350526.01,55150,19684
5350526.02,53504,15517
5350527.01,52332,26391
5350527.02,73877,12387
5350527.03,58656,17424
5350527.04,84070,10248
5350527.05,75904,14027
5350527.06,79104,17710
5350527.07,67129,14985
5350527.08,84096,28202
5350527.09,83712,33097
5350528.01,85408,26913
5350528.02,84966,25476
5350528.1,85555,22391
5350528.11,53394,16543
5350528.12,96768,22367
5350528.13,107648,17097
5350528.15,89344,33369
5350528.16,83797,24350
5350528.18,89941,24890
5350528.19,81600,29785
5350528.2,76937,9397
5350528.21,52275,13199
5350528.22,66411,5356
5350528.24,85065,23400
5350528.25,71893,26235
5350528.26,53414,24721
5350528.31,56141,7225
5350528.32,101339,25632
5350528.33,100143,17067
5350528.34,82976,27578
5350528.35,92672,16584
5350528.36,68422,2862
5350528.37,96000,11248
5350528.39,99182,16929
5350528.4,105856,19370
5350528.41,84169,17246
5350528.42,87360,25023
5350528.43,82091,30575
5350528.44,93824,14840
5350528.45,67755,27451
5350528.46,85547,22689
5350528.47,85931,22529
5350528.48,90405,15409
5350528.49,106935,16395
5350529.01,56000,3995
5350529.02,53077,4102
5350530.01,54554,3208
5350530.02,49963,1301
5350531.01,52480,5276
5350531.02,65621,6029
5350532.01,61824,931
5350532.02,60774,4269
5350540.01,49329,5676
5350540.02,60240,6532
5350550.01,80935,12975
5350550.02,73356,13038
5350560,67200,9589
5350561,61980,9142
5350562.02,85559,10015
5350562.03,69888,5316
5350562.04,76877,6987
5350562.05,59150,13404
5350562.06,86080,8507
5350562.07,74854,6371
5350562.08,72229,7440
5350562.09,74752,10087
5350562.11,78912,16805
5350562.12,50496,5853
5350562.13,71680,22222
5350562.14,92979,7455
5350562.15,81664,9840
5350563.01,42391,5865
5350563.02,70059,8000
5350564.01,78016,10316
5350564.02,66304,12853
5350570.01,48160,7110
5350570.02,91867,4789
5350571.01,52907,5096
5350571.02,71424,7188
5350572.01,64051,2961
5350572.04,69171,8871
5350572.05,51072,7953
5350572.07,75366,6848
5350572.08,73830,7699
5350572.09,81351,11243
5350572.1,82347,10738
5350573.03,72683,8615
5350573.05,75205,4749
5350573.06,77312,11628
5350573.07,58816,5938
5350573.09,79317,7680
5350573.1,88013,11828
5350573.11,83029,5279
5350574,49465,6891
5350575.01,60544,5428
5350575.02,49203,8976
5350575.03,65792,6935
5350575.04,68372,12848
5350575.05,72768,8153
5350575.07,87296,13341
5350575.08,76497,10000
5350576.04,98759,7287
5350576.05,77682,10549
5350576.06,83729,7602
5350576.07,82688,7212
5350576.09,91552,5313
5350576.1,74445,7007
5350576.16,85760,8817
5350576.17,82404,4653
5350576.2,78706,6306
5350576.22,84096,7505
5350576.24,107191,3115
5350576.29,80538,9276
5350576.31,103808,4499
5350576.32,94720,9005
5350576.33,92245,3992
5350576.34,81357,6831
5350576.4,85295,5653
5350576.41,87987,11477
5350576.42,85413,10063
5350576.43,83861,6894
5350576.44,90112,7527
5350576.45,83776,6306
5350576.46,77970,7784
5350576.47,111552,4261
5350576.49,83549,7380
5350576.5,86432,6602
5350576.52,84736,10429
5350576.53,85146,12271
5350576.54,88149,5519
5350576.55,88905,6471
5350576.56,93798,3701
5350576.57,70997,5365
5350576.58,78021,7611
5350576.59,84539,6031
5350576.6,84000,4007
5350576.61,83474,2446
5350576.62,85952,3915
5350576.63,96179,4338
5350576.64,95291,7263
5350576.65,77141,6157
5350576.66,86400,4170
5350576.67,87782,3028
5350576.68,96717,5247
5350576.69,89856,5784
5350576.7,83956,9117
5350576.71,96123,9859
5350576.72,89805,10243
5350585.02,89376,3155
5350585.03,81306,1397
5350585.05,100523,3188
5350585.07,100582,1853
5350585.08,120064,2231
5350585.09,95258,2603
5350585.1,86930,2722
5350586.01,98176,6321
5350586.02,87552,958
5350587.01,104448,2284
5350587.02,96610,1638
5350590,56107,3021
5350591.01,86345,3314
5350591.02,76231,2248
5350592.01,59253,2655
5350592.02,94560,1882
5350593,98327,2046
5350600.01,141653,11667
5350600.02,108544,19687
5350601,160085,12024
5350602,121190,6674
5350603,46976,15264
5350604,70315,4657
5350605,97792,5042
5350606,57779,7389
5350607,86601,6091
5350608,79701,14008
5350609,116480,5872
5350610.02,116139,10203
5350610.03,62534,4272
5350610.04,70656,4809
5350611,95437,6194
5350612.01,0,0
5350612.03,103936,13520
5350612.05,101120,7626
5350612.08,95907,15023
5350612.1,0,0
5350612.11,122163,11092
5350612.12,116309,13660
5350612.13,92388,11054
5350612.14,95296,11005
5350612.15,114213,12080
5350612.18,107200,11382
5350612.19,99328,14548
5350612.2,114036,13474
5350612.21,104832,11725
5350612.22,109824,15369
5350612.23,109531,15317
5350612.24,126413,23669
5350612.25,125376,18467
5350612.26,63936,16347
5350612.27,100000,14047
5350613.01,81006,8262
5350613.03,63232,7375
5350613.04,55753,13577
5350614.01,97938,6061
5350614.02,91136,6008
5350615,98926,24247
5350620.01,84429,10658
5350620.05,114976,11170
5350620.06,83651,12215
5350620.07,109056,9551
5350620.08,88485,12284
5350620.09,92501,11421
5350620.1,99448,12021
5350620.11,88328,11641
5350620.12,90296,10652
5350620.13,80896,3456
5350621,89242,1772
5350622,77056,2244
5350623,56064,3650
5350624,78962,4643
5350625,69888,4478
5350626,103168,2652
5350630,87450,3390
5350631.02,114048,3943
5350631.03,129894,4675
5350631.04,117333,3959
5350632,79296,2751
5350633,69120,3556
5350634.01,108192,2517
5350634.02,78677,2151
5350635,73011,2230
5350636,86016,2007
5350637,101845,1645
5350638,71005,772
5350639,87881,2614
5350800.01,67328,5700
5350800.02,67072,3483
5350801.01,73830,4836
5350801.02,98267,10215
5350802.01,92800,14381
5350802.02,104960,13160
