S_CTUID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
5350050.03,1109,1108,7692,6335,11765,60181,14027,1.9,58376,122609,20732,34545,71429,28571,0,97.2,78.8,3,76288,57856,9.5,9.5,81818,5742,6667,3810,2857,2857,4286,952,1905,0,0,0,0,74762,78378,21622,0,67568,31532,1370,10274,17808,39041,15068,4110,71918,16438,75.7,6,53719,38843,4132,27273,63636,10744,957,15789,42105,4306,11005,957,21053,18182,1914,4306,0,0,957,4785,7656,8612,0
5350050.04,5008,4844,12275,12076,10878,51397,13373,2.3,51474,157279,24051,56522,45161,35484,19355,93,77.8,7,63829,34987,15.3,13.5,74423,4614,4016,3112,7831,1305,2610,1004,1104,201,2008,904,502,74197,46833,52941,0,74943,25285,3515,13005,18629,33568,17047,2988,69947,13708,64.1,6.3,41575,45514,10284,33698,58425,8096,1104,19980,41365,8233,13353,3012,25502,17169,4920,3313,1104,301,2610,3313,4217,9839,0
5350051,5399,5323,9907,10093,13981,52593,13519,2.3,53108,153183,17209,50840,61111,27778,8333,95.7,79.4,4.4,69478,35520,9.3,10.3,76648,6319,1740,2198,1832,1007,1099,366,1007,275,733,733,275,87637,43487,56723,0,68987,30802,4191,15173,15607,39017,14740,1879,68931,11850,72.2,5.6,36207,42069,18276,38276,52241,9483,2653,20494,53797,13175,17932,3385,26167,15279,2928,3019,183,457,366,2379,1921,7411,640
5350052,4077,3886,11288,9325,13252,56319,9816,2.2,53451,150275,18987,52778,73529,26471,0,94.3,84.6,5.8,67507,40000,12.7,12.1,77500,4875,3004,4005,2753,751,751,0,1126,501,626,1502,626,82979,56044,43681,0,70799,29201,4952,15238,16571,34667,16952,3238,66412,13168,69.8,7.3,32439,40488,21463,41849,47932,9732,2375,22000,52000,10000,15875,4375,27625,14625,2375,1500,500,375,375,2000,3375,9500,875
5350053,5982,5639,8194,5686,17559,55602,12876,2.2,50094,175281,15947,44615,69388,22449,8163,89.7,82,10.4,55616,31712,16.9,17.2,75747,12297,5209,6490,4697,1025,5124,512,2050,171,256,598,2306,70965,53061,46939,0,64991,35009,15212,19202,16085,28928,10100,1621,55056,10487,67.8,7,29734,47887,18623,35994,51800,12050,1537,16909,29206,7003,10589,2562,14005,34244,4270,5636,1110,1025,939,2391,5722,12126,342
5350054,5803,5810,7328,6897,20172,52845,12845,2.1,45551,212102,15986,43231,73469,22449,2041,90.4,79.9,9.5,49061,31091,19.1,19,74722,13834,6149,7942,5465,1879,3245,1025,1964,598,1793,427,256,67037,28233,71767,0,55373,44627,10779,16494,18312,30130,12208,1948,56939,15824,66.4,8,22742,47742,25161,42351,45089,12560,2477,15030,31853,9052,10675,1964,15286,26473,4270,5465,512,1025,1281,2904,7088,15201,171
5350055,2763,2693,7233,5967,24051,50633,11935,2.1,44467,223982,13818,43519,57895,26316,5263,93,80.3,6.9,59443,33664,14.5,17.4,78544,9004,4789,4598,4215,383,2299,958,958,383,383,1341,0,78544,38697,61303,0,59387,40613,5292,15320,16435,35933,15877,3064,66295,13370,73.4,5.8,20930,39535,36213,53000,36333,10333,2677,18929,47419,9369,16635,5927,16252,22945,4207,5736,574,0,574,1912,4971,8604,956
5350056,4772,4778,7225,5445,24293,48901,13927,2.4,45052,220930,10805,45263,73684,23684,7895,91.9,81.3,8.1,65152,29568,12,16.7,79876,8978,2064,9907,2374,722,1961,206,413,722,1238,413,310,78638,46650,53350,0,68317,31683,7258,18226,15323,36290,12097,2419,62258,11935,67.2,8.1,25234,36636,32336,45693,43071,11236,1961,19608,36017,10010,10939,3096,13622,32611,1651,3922,0,413,826,2580,2683,14241,619
5350057,2311,2406,6061,4762,27056,48268,14069,2.1,41412,256250,10484,38372,62500,25000,12500,93.3,78.1,6.6,61525,36992,12.7,17.3,82921,11011,3596,4045,1348,449,1798,0,899,674,2921,1573,2022,80225,37500,62500,0,60000,40465,2932,17915,12378,36482,15961,5863,65147,14007,69.8,8.2,23552,40154,34363,51351,39382,9266,4036,21076,40359,7399,18161,4709,16592,22422,4036,2466,0,0,673,2018,3587,10762,673
5350058,3980,3869,5151,6156,24749,47613,16080,2.1,44247,225697,11330,38365,75000,20833,8333,93.8,72.2,6.2,61542,28723,16.1,19.5,80123,9571,2206,10907,1838,980,1103,490,490,368,1593,858,368,77574,39896,60363,0,59948,40052,4167,16667,12689,33712,20833,4356,67045,11932,68.4,5,20582,30425,44966,53244,37360,8949,2577,18773,41718,8466,14356,3067,18037,22945,1350,3558,0,736,1595,1840,2822,16319,0
5350059,3837,3955,5599,5339,27995,38932,21745,2.2,39149,272826,10465,42017,69565,26087,4348,93.3,72.4,6.8,60640,34688,17.3,23.4,79717,11321,4396,10989,2355,1256,942,942,785,785,471,2512,314,73783,46713,53287,0,58333,41319,4813,12567,11230,36364,17380,6684,64533,17600,67.2,8.1,18182,26100,51613,58529,33824,7353,2983,16484,38148,10518,12873,2826,15071,20722,1413,3140,314,942,1099,3140,4396,16954,471
5350060,2685,2400,4283,5587,34078,44320,11546,1.8,39364,285354,10855,31250,75000,18750,6250,94.9,75.7,5.1,51430,32939,23.8,27,74229,18693,8545,13455,2364,1273,1455,0,1455,545,4727,545,364,62909,39932,60410,0,48973,51370,2959,11538,10059,38757,23373,6213,69527,15976,68,9.2,15894,44040,35099,52649,41060,6623,1455,15636,35455,7455,11636,1273,20182,13273,2545,2909,545,1091,1091,3636,10182,22727,0
5350061,1085,1427,5530,12442,27650,38710,16129,1.6,28000,469643,13194,43478,80000,20000,0,84,72.4,16,27712,17920,38.6,37.3,57432,37838,2703,15541,5405,8784,6757,1351,2027,0,2703,1351,0,52703,3093,96907,0,50515,48454,3750,13750,13750,21250,16250,22500,48750,35000,48.6,4.3,12069,51724,32759,58621,27586,12069,0,19595,31081,9459,11486,3378,10135,16216,5405,6757,0,0,3378,2027,2703,29730,0
5350062.01,5595,4981,7954,4647,32350,41287,13941,1.7,45731,210515,15399,32143,79310,20690,3448,93.4,66.1,6.6,44237,38298,36.2,32.3,60526,33122,9882,20036,2992,907,2901,2811,1088,3083,4533,1179,0,48867,18087,81913,0,40150,59850,1097,7210,6740,36364,29937,8307,57210,34639,53.6,12.9,13537,40611,42358,63974,27074,8952,998,11797,25136,6443,8439,2087,14701,8984,1724,4356,454,2722,907,7260,9982,29401,272
5350062.02,9084,6461,3577,8145,42157,35058,11007,1.7,34542,357667,8179,27698,74074,20370,3704,96.2,67.6,3.8,39125,27755,40.7,39.6,62528,33002,8278,32892,3366,1600,1380,3201,1380,2152,5353,607,662,37472,37582,62418,0,41985,58206,2121,8908,7423,42312,21315,4772,62420,26539,52.5,11.8,17104,34332,45443,64625,28250,7250,717,9161,17274,3642,6347,773,9879,8002,1932,2373,993,1876,1435,8664,8554,43212,166
5350063.03,5104,3527,2840,2840,31440,54456,8521,1.5,38360,296834,12664,18232,78261,21739,4348,95.6,84.4,4.4,49754,40519,24,22.7,74271,23216,9457,12072,2314,3823,2817,2716,1006,3018,1811,1006,905,57646,26637,73363,0,53134,46866,2282,11409,12215,39732,17852,3356,59329,26980,73.1,8.6,17317,43994,36505,53594,39688,6719,2918,13682,29879,7948,10865,1710,14990,13883,2616,4225,402,1408,905,9256,9457,21127,302
5350063.04,3370,3407,2226,3561,25964,58309,10089,1.4,31902,387019,15090,15000,73333,26667,6667,91.4,82.1,8.5,40192,28640,31.5,30.8,85065,12500,5511,5348,6483,3241,2107,1297,1945,810,1297,0,324,69854,18182,81591,0,52500,47500,4762,16553,18594,31746,12925,3401,61678,17007,66.6,9,11749,42896,43443,57104,30328,12295,3247,18182,41071,8442,14123,3734,15422,13961,2760,3571,1461,1948,2597,4870,6006,14610,325
5350063.05,4331,3556,2079,4619,40531,46767,6236,1.5,36137,331475,10204,15972,84211,10526,5263,96.3,86.5,3.8,45001,38528,30.2,29.4,71702,26043,7554,19166,1917,2029,2142,2029,789,2142,3833,1466,676,54791,24415,75418,0,47218,52782,1954,11075,12378,40391,19218,3420,62866,23779,70.2,8.2,15564,47585,33810,60107,30590,9302,1126,11374,27477,7320,10023,1577,15090,11937,1239,4279,788,788,676,7320,8671,27928,450
5350063.06,5171,4737,2901,1838,27176,55513,12476,1.5,33534,365373,12991,17610,80000,6667,0,92.3,79.6,7.7,45193,35100,24.3,25.2,77541,19264,9487,9293,2517,2130,2904,290,1162,678,2227,774,871,66505,15078,84637,0,56590,43410,4868,14342,16184,36053,15263,1974,56053,24868,66.6,9.2,12709,41806,43478,61204,29599,9197,2130,17715,36980,12004,13746,3098,14811,11520,2711,4066,194,387,678,2614,9777,16651,194
5350064,4311,3858,3016,2436,24942,59165,10557,1.5,38869,282353,14961,17105,82353,11765,5882,95,86,5,50048,37888,22.4,22.2,78076,18392,9501,7186,4141,2680,2923,1827,1583,2192,2192,974,974,62972,33021,66792,0,56309,43503,4524,13417,18253,35725,15913,2808,61622,20437,73.7,7.2,17069,43043,35622,50929,39591,9480,2311,16423,36375,10097,13382,2311,13869,10097,3163,3406,243,973,2311,6083,9124,15693,0
5350065.01,2483,2430,6250,4032,27621,55040,7258,1.7,37199,310588,12544,38750,75000,25000,8333,90.2,84.1,9.6,40960,29504,26,27.7,61807,32033,16016,3285,8008,16427,5749,1643,1232,1437,1848,1437,2875,37988,707,99647,0,55674,43972,5070,18873,18028,35775,10141,563,40845,35211,71.8,9.1,6601,64686,24422,44884,42574,12871,823,12963,20782,5967,8230,1440,9671,8848,6379,5967,1852,823,1235,4115,16872,25720,412
5350065.02,11821,11544,11717,9729,17301,51819,9349,2.2,40445,254875,20950,63342,60625,28750,10000,77.6,72.7,22.4,32389,17942,43.5,38,57723,26196,25307,4359,14812,19382,3005,2370,1481,2158,1608,85,1693,21710,1186,98905,0,55850,44241,11379,22345,17172,23862,10138,1103,27931,38414,52.6,12.5,14571,61677,21756,38784,44367,16949,1270,8421,11553,2835,3682,592,4232,5586,3639,3259,889,889,9776,5544,25518,28650,85
5350066,7608,8032,3287,3748,18475,55621,18803,1.6,35262,323047,15957,23140,75000,22727,4545,90.7,78.3,9.2,45416,33291,25.1,24.6,83513,10655,5256,6911,6263,6407,3096,1440,1512,720,936,504,1296,63859,37486,62627,0,57029,43084,3739,18376,19017,31838,13355,2457,60299,17609,64.5,8.7,15863,38325,42513,55711,36041,8376,3240,17423,41613,9503,14039,2376,11735,12167,4680,3744,576,792,1224,2880,5832,18790,216
5350067,1694,1677,8555,7080,8850,55752,19469,2.1,61279,108791,21552,34444,77778,33333,0,96.7,76.8,3.4,103595,52736,7.7,8.3,79290,7396,3561,3264,2077,890,593,0,593,0,593,0,0,87240,72500,27500,0,74214,26415,2010,11055,14070,30151,24623,3518,71357,16080,67.2,7.4,32558,25581,34302,54070,38372,6977,1780,21662,60237,12463,24332,4154,21958,10682,2077,2671,0,0,593,1484,2671,7122,0
5350068,2367,2344,7595,4641,9916,56751,20675,1.9,52582,152679,21393,31532,63636,31818,4545,93.7,74.4,6.2,69248,31808,17.8,15.8,82415,6992,4237,7839,1695,1059,1483,424,424,0,847,0,424,80932,50407,49187,0,67886,31707,3960,14851,13861,32673,15842,5281,64474,16447,68,6.4,31076,22311,43426,56574,36653,6773,2542,21398,55508,12288,19068,3178,15254,10593,1483,2542,0,1059,424,847,3178,12076,636
5350069,4923,5271,12500,9858,10772,55081,11890,2.6,58180,124736,18584,57759,63415,26829,9756,94.6,83.2,5.3,88576,37568,11.3,10.5,74542,5703,4073,18228,2749,1018,1222,0,1527,204,0,1324,407,67413,71279,28721,0,77428,22835,6610,16610,12373,35593,16441,2373,64746,12034,69.2,5.2,38367,34694,20816,49796,42245,8163,1629,19857,44705,7841,15988,2240,14766,11303,3768,2444,509,0,815,2037,4786,23931,611
5350070,3512,3416,8832,7550,12108,54986,16952,1.9,48293,184848,19749,48571,66667,28571,9524,95,82,5.2,60373,39520,10.8,10.7,79073,6129,2537,4627,2090,896,896,0,597,299,746,1940,896,81791,34493,65507,0,67930,32070,2375,14252,15202,37530,18527,3325,69905,13507,69.9,6.2,25770,49860,21008,46779,46218,7283,1794,21076,55456,9865,18087,4185,17937,16143,2691,1943,0,747,299,2093,4036,10912,299
5350071,3481,3504,13218,11351,9483,52155,13793,2.5,56206,134069,20732,59236,61111,33333,5556,94.9,78.1,5.1,82330,33600,10.5,9.9,73353,4832,3509,5263,3655,1608,1170,292,292,292,0,292,731,82602,61679,38321,0,77007,23358,3627,12176,17098,37306,15803,4404,71688,12468,69.8,4.4,32927,36280,25915,52134,42073,6098,2485,23246,54971,11111,15643,3655,15351,19152,3363,3363,0,1023,439,2924,3655,8918,1462
5350072.01,4586,4641,13508,12418,12527,49346,11874,2.5,47154,189943,22506,56548,58974,26923,15385,86.8,78.5,13.1,49493,18720,30.1,25.2,72228,6271,3024,13550,17133,784,1120,784,1232,3024,336,224,1344,56103,43869,55858,0,69672,30601,13035,16926,17315,30350,11284,1751,58755,11284,56.2,9.7,30319,48404,16489,40267,48533,11200,4703,20045,33483,7727,9742,3471,8847,15677,7279,2800,896,1120,6831,5263,4031,18029,336
5350072.02,3141,3122,12420,8758,11306,56847,11146,2.5,57034,132000,17621,55172,62963,25926,11111,92.2,83.1,7.8,74701,32811,16.4,15.1,72826,5901,9627,10714,5745,621,932,311,1087,311,0,776,311,68944,68340,31660,0,68217,31783,7712,17738,15167,30848,13368,2314,64948,9794,64.3,6.9,33667,46333,14667,37000,54000,8333,4193,25000,45186,12267,14441,4658,11646,11180,4658,1708,932,466,1242,1242,10714,14441,311
5350073,2605,2751,11132,7294,14971,55278,11132,2.6,52125,159657,21860,54054,67742,25806,12903,90.4,82.7,9.5,63360,29184,18.4,17.6,74618,8969,3053,32824,5344,763,954,954,1718,0,573,0,1718,49237,63819,36181,0,70854,29146,17778,22857,13333,27619,7937,1270,53822,5414,60,7.8,35443,41772,14768,38983,45763,15678,4389,20802,34733,9160,11641,1527,10878,8397,4008,2290,0,0,1145,1527,4008,38359,0
5350074,3848,3629,13247,8182,14545,54026,9740,2.4,50078,171563,20063,54902,61818,29091,7273,88.7,79.5,11.4,56896,29856,23.4,20,70573,9809,8153,17325,8280,2038,1656,764,1911,637,255,1529,637,54395,55873,44127,0,65397,34286,14458,23494,15663,26707,10040,602,51205,11044,62.1,8.2,31421,46721,19399,33880,48634,17760,3312,24841,36815,8280,12102,2930,8662,10955,4968,2293,1146,637,1274,1274,8662,25605,892
5350075,4083,4060,12729,7099,10649,52876,16524,2.3,53070,147383,21739,57303,58333,33333,5556,89.3,81.6,10.7,62891,23568,16,15,77290,4893,6274,15809,5521,1255,627,376,1255,502,1129,1129,878,62484,62745,36975,0,67416,32865,6610,15139,20682,33262,13006,2559,66098,12154,63.3,7.2,37105,46053,10000,33773,57784,8707,1506,19322,41531,8030,12296,1255,9787,18319,4266,3513,502,251,1631,2760,6775,22334,251
5350076,4415,3950,13137,8947,9287,55153,13703,2.3,53508,144473,23077,55497,65385,25000,7692,90.1,82.7,9.8,64213,26288,17,14.5,71614,6501,6926,12662,8983,1732,866,325,649,216,649,866,541,62879,60500,39250,0,70426,29574,10238,14991,19013,32907,12614,2377,62888,11700,64,7.3,36758,48174,12100,31050,55708,13242,2597,25649,45346,9416,13528,2056,12229,10281,6169,2489,1623,325,2056,2381,7143,18939,758
5350077,4670,4476,15739,9743,9636,55139,9422,2.4,57395,126241,22293,63942,60417,25000,12500,92.5,84,7.3,75733,28736,14.1,12.5,72266,6652,4171,6313,4059,2368,789,338,0,451,451,1127,676,77452,60484,39516,0,74324,26216,7568,16036,18919,32432,11712,2523,64685,11892,68.1,7.8,42824,39120,13889,32251,55452,12297,3725,27765,53950,11738,16140,4289,11851,10384,3725,2483,451,790,564,1467,5530,11964,564
5350078,6016,5949,11139,8978,9892,57190,12801,2.1,51085,159459,25403,52941,68657,28358,4478,91.6,80.7,8.4,57941,23520,18.8,16.5,77327,4907,3128,6086,5495,2198,1014,845,0,761,676,761,338,78022,52212,47788,0,70515,29663,8082,16986,20274,32329,10411,2192,64384,10548,64.1,8.6,44504,39716,10284,37123,48845,14032,3466,21302,55030,12003,14877,3888,13609,14032,3973,2705,338,761,2029,3466,3550,10482,423
5350079,7327,6991,14052,11937,8186,52524,13370,2.5,58233,117084,25309,64072,63889,29167,8333,93.5,84.3,6.5,85434,30720,10.4,9.5,71798,4899,3989,5528,3429,1679,1330,420,350,140,980,1050,910,79216,75385,24786,0,75214,24786,3907,16117,19780,35287,12943,1709,69353,10623,68.9,5.7,49215,35235,9700,35429,53286,11429,2379,23793,61372,9377,17565,3639,12036,15185,4269,3079,0,350,1190,2169,4269,11057,770
5350080.01,3352,3414,12221,8048,10879,55738,12966,2.3,54174,142295,23256,55405,63158,28947,5263,90.9,80.7,9,68608,29344,14.3,12.9,73214,8631,3423,7143,4613,2679,2083,0,595,298,893,1042,1042,74702,60825,38832,0,71134,29210,8665,17096,21311,29040,13115,1405,60890,13583,67.6,5.7,37838,49850,7808,32432,56156,11712,2827,26637,53423,10863,12351,2976,12649,16815,4018,3571,0,298,298,2381,3571,13690,298
5350080.02,4686,4485,11526,10032,15582,53148,9925,2.3,44148,213833,22955,61250,64179,28358,5970,82.3,75.3,17.7,38898,23040,35.3,30.6,60827,23286,24292,7190,12200,7516,1089,1416,1089,1961,1089,218,2070,38126,21519,78481,0,54937,44810,12933,22587,20401,21129,10747,546,36727,27818,55.6,13.8,25971,59466,10437,28398,57039,14563,3047,15452,22742,6855,5985,1850,4461,8487,6202,3156,218,1197,3264,6746,24483,18934,0
5350081,2848,2792,12807,10175,11404,52281,13158,2.6,56344,132061,17822,64063,62963,33333,7407,90.7,82.5,9.3,75008,27328,11.3,10.5,72807,5965,2460,10369,4394,1054,351,0,703,351,527,1230,0,77504,74208,25792,0,73303,26697,8207,17325,16413,33435,12462,2432,62006,11854,69.3,4.5,33219,50342,11301,34708,54639,10997,2982,22456,44211,11404,15088,2456,11404,25088,2281,1053,1053,0,1228,3509,3333,14912,702
5350082,2766,2605,15190,8680,11031,52260,13020,2.7,58371,122868,16848,62205,60870,30435,4348,92.3,81.6,7.8,83584,32672,10.2,10.5,72628,8394,5292,9124,4015,365,912,365,547,730,365,547,365,76642,70142,29384,0,73333,27143,8257,19878,14373,35474,11927,2752,60245,11621,66.1,6.7,36502,46768,11027,34981,57795,7224,2555,20620,42883,8577,12956,4197,12226,29380,3467,2007,547,547,912,2190,5292,11679,1277
5350083,4052,4047,10617,8148,12346,49753,19259,2.2,52168,150693,23867,54802,60000,36667,3333,89.3,79.9,10.8,54208,19981,18.9,17.7,75406,6866,12219,6858,2618,1247,1247,374,748,0,998,998,873,69950,54237,45480,0,65254,34463,9091,15965,16630,30820,17295,887,63496,11726,59.6,7.3,31522,51087,15217,41033,52446,6793,2618,22070,41646,6858,10224,1746,12344,21446,2618,2120,249,623,499,2743,12968,12843,873
5350084,3810,3754,11024,11942,11024,49738,16273,2.5,55591,134483,17626,58824,61538,30769,7692,94.6,79.5,5.4,80811,28800,11,10.5,71798,6267,2456,6958,2183,819,1091,0,546,409,819,2046,273,81446,62752,36913,0,68350,31987,2463,13054,15271,36700,18719,4187,73333,11852,66.7,7.3,28446,50733,17009,45000,47647,7647,1637,17872,54025,7503,17735,6958,13643,21146,1364,2319,409,0,1501,1364,3274,12142,409
5350085,3994,3899,8636,6884,15394,53942,15019,1.9,47226,195181,18817,44785,67857,28571,7143,94,79.3,5.9,54827,33408,16,14.7,78742,8176,3774,6289,2767,1509,2138,1006,1006,252,252,1384,1006,77987,34450,65550,0,58753,41247,3824,14914,17400,34608,18164,2868,69790,11663,68.3,5.7,29002,51740,14849,43619,47564,8353,2136,21985,51633,12437,16583,3769,14950,16834,2889,2136,251,628,1005,1884,3894,11307,0
5350086,2661,2679,10902,17105,10714,44925,15977,2.9,62383,106742,15528,61832,47059,41176,11765,99.1,71.7,0.8,204288,65152,6.4,6.4,71457,7385,2794,4990,1198,998,399,1198,0,599,0,399,0,86627,84530,15470,0,80000,20000,797,10757,4781,41434,25498,3187,70916,17530,63.4,8.2,58500,27500,8000,60500,35500,3500,1796,28343,62675,10379,11776,3593,12575,9381,599,1796,0,599,1198,3393,3593,7385,0
5350087,5155,5074,6019,9806,8835,44175,30971,2,57906,118079,24031,38372,68000,24000,12000,97.9,64.3,2.1,101803,57088,8.2,7.6,79151,6564,2413,4151,1544,1062,1351,386,193,676,1255,483,290,86100,66667,33333,0,75752,24449,587,9002,9589,39139,25049,4305,68885,21526,54.8,5.7,44089,30788,19458,66830,28010,4668,1062,20174,57529,8687,16602,4730,17471,11680,2124,1834,0,193,1255,2124,2317,7819,579
5350088,3249,3016,4301,3533,18126,46851,26882,1.7,48124,178305,19811,27338,75000,25000,0,94.5,67.1,5.5,67054,48192,18.5,17.9,74092,18483,4905,14557,3639,1108,2215,1266,791,2215,3797,1424,475,61709,47123,52603,0,61983,38292,3794,13550,11111,34417,20325,3252,56369,26287,59.8,5.8,20579,46302,29582,56090,33333,9936,316,10601,25633,6962,9177,2848,17405,15506,1582,3481,0,2690,3323,8386,5380,22785,0
5350089,3896,3288,2824,4750,16816,48010,27599,1.6,47995,180223,22423,22086,80952,19048,0,98.5,63.8,1.6,72355,49984,20.2,18.7,80355,16098,3820,10505,1091,1364,1364,2865,273,3411,2729,546,273,70941,51724,48276,0,57081,43137,1157,11111,7639,41435,27546,2546,56713,31019,59.6,4.8,32853,32853,28530,67147,29683,3458,546,10778,30559,6412,10232,2046,24147,13506,1637,2183,0,1910,819,9277,4093,16098,273
5350090,4144,3680,5314,3865,14976,47222,28865,1.7,47464,179726,20741,30636,79167,16667,4167,96.6,70.1,3.3,67933,47258,14.9,12.9,83842,7888,3567,4968,1656,892,764,1019,382,2038,2038,637,637,80000,48312,51899,0,62420,37792,1263,12000,10316,43158,20211,2316,64916,21639,62.6,5.4,26531,37755,31378,61735,33163,5357,1019,16815,44841,10701,14140,3822,19745,15287,1529,1911,637,1146,637,6752,5223,10701,510
5350091.01,6031,6065,3314,5054,27672,41591,22452,1.6,41325,253586,13522,24201,71429,25000,3571,96.8,58.8,3.3,57600,41056,21.4,21.6,81220,13650,4550,10745,1839,678,1065,581,1065,774,1646,678,290,74250,32917,67083,0,54930,45227,1961,9477,9804,37418,23693,7026,65686,22876,62.2,7.6,20268,41874,34799,62906,30784,6119,1452,17619,39593,7357,15973,3098,20716,12585,2033,2323,387,968,1162,5034,4937,16554,387
5350091.02,3525,3359,5390,4965,26383,50780,12482,1.7,35015,331878,17176,30000,70833,29167,8333,94.3,73.2,5.6,41884,24048,27.6,27.7,81089,10029,2718,5579,10587,1288,2003,1431,429,2003,715,429,572,70959,25185,74815,0,58911,41089,4219,13502,15401,37131,15612,3586,66596,15433,66.7,8,19519,44385,31818,53476,38770,7487,1862,20630,41404,10029,13610,3009,16189,16762,4298,2149,573,1289,4011,6017,3009,9456,430
5350092,7278,7151,6319,5151,30151,46154,12088,1.9,42322,251504,11169,37226,74286,17143,5714,95.9,76.7,4.1,56474,36224,17.9,20,78469,11087,4724,6872,2720,1646,1503,716,644,358,1933,2004,429,74374,24295,75570,0,58300,41835,2556,10117,12354,37913,22045,6496,68371,18850,72.4,7.7,17866,47643,32010,54467,39082,6452,2219,21045,45598,10451,18039,3579,21260,13314,2505,3651,429,573,1432,3651,5440,14173,644
5350093,5652,5634,8930,8665,17949,47480,17065,2.3,47293,195248,12766,52915,63830,27660,6383,94.2,79.8,5.9,70400,35200,11.2,13.8,77336,6568,3423,6198,3238,1295,1758,463,925,0,3330,370,463,76411,54486,45514,0,67834,32385,3533,13825,10753,34716,22273,4762,68510,13978,67.2,5.8,21667,38704,35926,51020,42301,6679,2220,20352,40148,10268,15171,4163,18871,23682,3700,2960,370,370,1388,1665,4163,14061,555
5350094,4950,5072,7879,8283,20101,49899,13939,2.4,47471,195642,14629,51232,60714,32143,5357,90.3,81,9.7,61184,29504,14.6,15.6,76190,9213,1865,11295,3109,1451,2798,311,1140,1036,1347,622,829,72332,53580,46420,0,67407,32346,9453,18905,17081,30182,13101,2156,61462,10299,65.4,6.8,31287,40000,23168,41897,47826,10079,1760,15528,34369,7453,11491,3727,11077,35818,3830,3830,518,0,414,2588,2692,17391,414
